                                                  review  stars
6688   "Granted we decided to come here st. paddy's n...    3.0
6689   "The best sandwich I have EVER eaten is their ...    1.0
6690   "Located in the food court between concourses ...    5.0
6691   "Good experience here. I ordered beef stew pho...    4.0
6692   "Right on Yonge Dundas Square! it was a saturd...    4.0
6693   "I consider Jersey Mike's one of the premium s...    4.0
6694   "Cast aside any preconceived notions you have ...    4.0
6695   "My order never arrived my wife's mac&cheese h...    1.0
6696   "I was in the area and needed some lunch so a ...    4.0
6697   "Einfach super was Preis/Leistung im Verhältni...    5.0
6698   "Love the chirashi! Aside from the standard sa...    5.0
6699   "There are oven-baked pizzas and then there ar...    5.0
6700   "Having family ties to New York this place is ...    5.0
6701   "It's so great to find one restaurant that's N...    4.0
6702   "It turns out I didn't need my 1 year of Germa...    4.0
6703   "Updated review March 12, 2015. I went yesterd...    5.0
6704   "Decent crepe's but the owner is downright rud...    3.0
6705   "Staff was so friendly that I didn't care that...    5.0
6706   "Burger Bar @ Mandalay is better. Too much bun...    3.0
6707   "So, I actually really like this place. Howeve...    3.0
6708   "My first review of 2011 goes out to Paragon B...    3.0
6709   "we didn't really care for the food here and t...    3.0
6710   "Absolutely amazing, better than we had hoped ...    5.0
6711   "I totally agree with Tiffany, it's fairly new...    4.0
6712   "This place has amazing food.!!! I'm so glad i...    5.0
6713   "I was in town for the weekend from Chicago an...    5.0
6714   "Came here after a cold night after my friends...    5.0
6715   "Had dinner with my wife here and we loved it....    5.0
6716   "I always check the reviews on restaurants bef...    5.0
6717   "This is some real deal home cookin!  Ordered ...    4.0
6718   "Amazing spring salad! The strawberry ginger s...    5.0
6719   "Kind of out there to find, but really good ve...    5.0
6720   "Great bar food.  Huge selection of drinks/coc...    5.0
6721   "I don't understand why so many people are say...    5.0
6722   "When we first moved here, I never thought I w...    5.0
6723   "This pizza is so awesome!!!! I am so excited ...    5.0
6724   "I was so excited when I visited Madison to di...    5.0
6725   "Twice I've been to Ginger. The first time, wh...    4.0
6726   "Please make sure you have enough time to have...    1.0
6727   "Excellent food and atmosphere. If I could giv...    5.0
6728   "Quality of food is below average. It's your t...    3.0
6729   "We had heard about this place from friends. C...    5.0
6730   "Honestly. Debating a 3 or 4. . . Staff is a 5...    5.0
6731   "FAITHFUL FAN . . I am trying to get all of my...    5.0
6732   "Absolutely delicious, flawless chicken and wa...    4.0
6733   "I love D.O.C.G.  They have a great atmosphere...    5.0
6734   "Over priced burgers that are not that great w...    5.0
6735   "I had one of the best dining experiences of m...    5.0
6736   "Tori is an amazing server. We can always get ...    5.0
6737   "A great addition to the neighborhood!! It mus...    5.0
6738   "Worst customer service. Good food, but the ba...    1.0
6739   "Wow very impressed with the concept of "turke...    4.0
6740   "The location is great if you are an ASU stude...    4.0
6741   "Great service! Average food, but priced right...    5.0
6742   "I see other diners had similar experiences as...    3.0
6743   "Worst place ever, the food in the picture did...    1.0
6744   "love love love their Roti's! Yes, you can wai...    5.0
6745   "Oh. My. God. . . After stumbling around Vegas...    5.0
6746   "After having our Yelp reservation blown off a...    3.0
6747   "Well... It's been about 4 years since I ate h...    4.0
6748   "United doesn't update their contact boards fo...    1.0
6749   "Enjoy eating here, it's really good. Would no...    5.0
6750   "Found a new Thai place to eat at: completed. ...    4.0
6751   "I agree there are definitely some glitches to...    2.0
6752   "all good things come in 3s? add one more to t...    5.0
6753   "This is your typical Calf Pizza. Interior is ...    5.0
6754   "I had a party of 10 people for my birthday, I...    1.0
6755   "Always have loved this spot e.105 location su...    5.0
6756   "This place serves huge platters of food for a...    5.0
6757   "This is one of my favorite spots in Cleveland...    4.0
6758   "Honestly, I'm not sure how or why this place ...    3.0
6759   "Wonderful  eggs Benedict with smoked duck. Th...    5.0
6760   "This is a simple and straight forward Mongoli...    1.0
6761   "I'm a long time sultans grill customer and to...    5.0
6762   "I was so excited about this place opening! Th...    1.0
6763   "Expensive but very tasty. I always got to Nob...    5.0
6764   "Pink Taco is definitely all you think about w...    4.0
6765   "Horrible. Visitors only realize on arrival th...    1.0
6766   "Fantastic little joint. Definitely the best P...    5.0
6767   "I visited this place with two friends and had...    4.0
6768   "On my annual roadtrip to Vegas with my family...    4.0
6769   "Out of the two Chinese restaurants in White O...    4.0
6770   "We enjoyed this restaurant.  The bread is esp...    4.0
6771   "First time going to this restaurant and some ...    4.0
6772   "My boyfriend and I love the show Diners, Driv...    4.0
6773   "Oh yeah, enjoyed this.. . Had the standard sm...    4.0
6774   "Best pita sandwich I have ever eaten, and I d...    5.0
6775   "I am a certified master BBQ KCBS  judge. I fl...    5.0
6776   "Creole cooking - the largest mystique of my c...    3.0
6777   "I am really disappointed the Soup and Salad A...    3.0
6778   "I've been to L-eat several times and just rea...    4.0
6779   "Well we were given several recommendations to...    4.0
6780   "I've had and been here many a time before I l...    4.0
6781   "Today was my first time visiting Pho Mi 89 an...    4.0
6782   "I recently went to N9ne for my anniversary. I...    5.0
6783   "Having been to both locations (other is Gerra...    4.0
6784   "Came from San Tan Valley to see if this NY st...    5.0
6785   "Good food, great service.  Love it when wait ...    5.0
6786   "I've never had service so bad at a fine dinin...    4.0
6787   "Was hesitant to go in the first place, given ...    4.0
6788   "I used to like this place but this time it wa...    3.0
6789   "Now, before you all start flogging me for giv...    5.0
6790   "Foods here, well, I guess you can say mediocr...    4.0
6791   "This place has two locations and the location...    5.0
6792   "Sen really is as good as it gets.  The fish i...    5.0
6793   "Dale's has offers an array of things on the m...    5.0
6794   "An experience i didnt expect! The atmosphere ...    5.0
6795   "Had a wonderful meal today. My wife and I sha...    5.0
6796   "Went there a few days ago and had the chicken...    5.0
6797   "This is absolutely my favorite pizza of all t...    5.0
6798   "8$ for their chicken rice bowl.  I prefer Chi...    5.0
6799   "$.99 cent menu. Ala carte like 2 eggs, 2 baco...    5.0
6800   "we visited on april 15th and And also Sunday ...    2.0
6801   "Yelp cuts off my full review, so feel free to...    4.0
6802   "Amazing curry, done Japanese style. Staff is ...    5.0
6803   "Writing this review while still in Firefly. Y...    5.0
6804   "Was here yesterday afternoon for a luncheon. ...    5.0
6805   "Amazing food, great prices and nice sizes! I ...    5.0
6806   "Portions were very small for the price point....    5.0
6807   "This is a funky little spot we ate at before ...    3.0
6808   "Perhaps I was just extremely lucky the day I ...    5.0
6809   "My family and I visited this location on a bu...    4.0
6810   "En verdad recomiendo este lugar, super ricos ...    5.0
6811   "Hervorragende traditionelle deutsche Küche, s...    4.0
6812   "I love this place! Happy Hour is awesome! Cam...    5.0
6813   "I've been eating at various Swiss Chalet loca...    4.0
6814   "*** Review is for Spring 2013 Restaurant Week...    2.0
6815   "Great location, ambiance, and service. Unfort...    4.0
6816   "Since this location has opened there has been...    1.0
6817   "as recommended by many on Yelp we tried the s...    4.0
6818   "Love this place. The chicken undon and teriya...    5.0
6819   "smoky barbeque. a fiesta of fried clams. nour...    4.0
6820   "Escobar has always been 1 of my favorite rest...    5.0
6821   "And now I remember why I don't come to this c...    1.0
6822   "Pictures do not equate. Sad. . . Grandpa want...    3.0
6823   "The food was excellent and the place is uniqu...    4.0
6824   "Rude staff! Over price!! Staff is not friendl...    1.0
6825   "Met up with some college girlfriends to drink...    4.0
6826   "Celebrated a friend's birthday here. The ambi...    3.0
6827   "Mmmmm Meat! Best gourmet burgers ever.. Great...    5.0
6828   "I love the spaghetti and meatballs, the only ...    5.0
6829   "Here is the problem...the poutine is just not...    4.0
6830   "Yum! My friends and I went to KGB after a lon...    4.0
6831   "2 hour wait even when calling ahead to order....    1.0
6832   "Good food, reliably fast delivery on the take...    4.0
6833   "It's a shame our experience has caused me to ...    5.0
6834   "Went for breakfast for a meeting this morning...    3.0
6835   "This is considered a very high priced place (...    5.0
6836   "The fatty Blue Fin Tuna was awesome, as was a...    5.0
6837   "I'd been searching reviews for traditional It...    5.0
6838   "Chain bagel shop - decent bagel. Chewy and no...    4.0
6839   "I went to this place twice in one week.  It's...    5.0
6840   "I, unfortunately gave this Tim's location onl...    5.0
6841   "The filet was one of the best I've ever had a...    5.0
6842   "I've lived in SW area of the valley for over ...    5.0
6843   "Service is ... insecure. . . Was there with a...    5.0
6844   "My wife and I really enjoy ordering take out ...    5.0
6845   "Absolutely incredible French pastries and des...    5.0
6846   "Always a great experience, my wife and I enjo...    5.0
6847   "After reading all the reviews, we decided to ...    4.0
6848   "Ok ...  This place  is just alright.  Nothing...    3.0
6849   "Hmm. A little disappointing, honestly. This p...    3.0
6850   "Lots of outside and indoor seating (large pic...    4.0
6851   "Unlike most Mexican restaurants, this one is ...    4.0
6852   "My husband and I walked into the establishmen...    1.0
6853   "I was here twice during a weekend as lunch pr...    4.0
6854   "It was okay.  I have eaten at many places for...    4.0
6855   "Great caffeine stop.. . Nice location right b...    4.0
6856   "Definitely recommend Buffet over Dine in, esp...    5.0
